title,link,image,description,createdAt,category
Cách để màn hình Windows của bạn luôn có những hình nền đẹp và độc đáo nhất một cách tự động,https://genk.vn/cach-de-man-hinh-windows-cua-ban-luon-co-nhung-hinh-nen-dep-va-doc-dao-nhat-mot-cach-tu-dong-20220714130548716.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/7/14/ava-16577785025861167254018-102-0-1002-1440-crop-1657778689801982621324.png,Quá nhàm chán với những hình nền mặc định của Windows? Đây là giải pháp dành cho bạn.,2 năm trước,Thủ thuật
Xây dựng chiến dịch marketing hiệu quả cho ngành game trên nền tảng TikTok,https://genk.vn/xay-dung-chien-dich-marketing-hieu-qua-cho-nganh-game-tren-nen-tang-tiktok-20220713192846828.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/7/13/avatar1657715336125-16577153367271869388548.jpg,"Game di động là ngành công nghiệp ""màu mỡ"", mang lại lượt truy cập cao cho nhà phát triển và phân phối game. Nhưng để đạt mục tiêu kinh doanh, tiếp cận người dùng hiệu quả vẫn là một thử thách, trong đó việc xây dựng chiến lược tiếp thị toàn diện, liền mạch với vòng đời của game là nhiệm vụ ""sống còn"".",2 năm trước,Thủ thuật
Các tùy chỉnh về giao diện máy tính Windows giúp phù hợp hơn với người lớn tuổi,https://genk.vn/cac-tuy-chinh-ve-giao-dien-may-tinh-windows-giup-phu-hop-hon-voi-nguoi-lon-tuoi-20220711105437948.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/7/11/ava-1657511418558224306120-91-0-740-1038-crop-16575116242381888386473.jpg,"Đối với những người lớn tuổi, việc chỉ sử dụng một phần nhỏ chức năng của máy tính thôi cũng đủ thỏa mãn.",2 năm trước,Thủ thuật
Làm gì khi bạn không thể tải ứng dụng từ App Store cho iPhone?,https://genk.vn/lam-gi-khi-ban-khong-the-tai-ung-dung-tu-app-store-cho-iphone-20220705225141122.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/7/5/ava-1657036010014117397958-0-50-528-895-crop-16570362392361655850458.jpg,Gợi ý các cách giúp khắc phục lỗi tải ứng dụng từ App Store cho iPhone.,2 năm trước,Thủ thuật
Cách đơn giản giúp rút ngắn thời gian thiết lập mỗi khi cài mới lại Windows,https://genk.vn/cach-don-gian-giup-rut-ngan-thoi-gian-thiet-lap-moi-khi-cai-moi-lai-windows-20220703132942582.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/7/3/ava-165682949271885277112-0-0-900-1440-crop-1656829739177963513551.png,Thủ thuật giúp nhanh chóng khôi phục lại thiết lập và ứng dụng sau khi cài mới Windows.,2 năm trước,Thủ thuật
Kinh nghiệp chụp ảnh bằng smartphone cho những chuyến du lịch mùa hè,https://genk.vn/kinh-nghiep-chup-anh-bang-smartphone-cho-nhung-chuyen-du-lich-mua-he-20220705171535614.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/7/6/tip1-16570832477801436174201-0-58-425-738-crop-16570832564291850007653.jpg,Những thủ thuật và mẹo vặt dưới đây sẽ giúp bạn có những bức ảnh thú vị và đáng nhớ trong chuyến du lịch mùa hè.,2 năm trước,Thủ thuật
Cần chia sẻ nhanh tập tin có dung lượng “khủng”? Đây sẽ là giải pháp dành cho bạn,https://genk.vn/can-chia-se-nhanh-tap-tin-co-dung-luong-khung-day-se-la-giai-phap-danh-cho-ban-20220701111921369.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/7/1/ava-16566489258351957515727-0-53-606-1023-crop-16566491059481184711157.jpg,Giải pháp hữu ích cho việc cần chia sẻ nhanh những tập tin có dung lượng “khủng” đến 10GB.,2 năm trước,Thủ thuật
Bạn đã từng nghe về việc AI vẽ tranh? Đây sẽ là ứng dụng để bạn có thể trải nghiệm nó ngay trên điện thoại,https://genk.vn/ban-da-tung-nghe-ve-viec-ai-ve-tranh-day-se-la-ung-dung-de-ban-co-the-trai-nghiem-no-ngay-tren-dien-thoai-20220620224256463.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/20/304shotsso-1655739447949837044246-180-0-1080-1440-crop-1655739719793217159102.png,Nhìn chung thì các tác phẩm tạo bởi AI cũng không phải dạng vừa đâu…,2 năm trước,Thủ thuật
"Dùng thử Defender phiên bản mới trên Windows, có đáng để nâng cấp?",https://genk.vn/dung-thu-defender-phien-ban-moi-tren-windows-co-dang-de-nang-cap-2022062112533561.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/21/ava-16557905543161458537089-0-99-800-1379-crop-16557907510392081310581.png,Microsoft vừa phát hành phần mềm chống virus Defender cho nhiều nền tảng. Vậy có nên sử dụng nó trên Windows?,2 năm trước,Thủ thuật
Cách hạ cấp từ iOS 16 Developer BETA xuống phiên bản thấp hơn mà không mất dữ liệu,https://genk.vn/cach-ha-cap-tu-ios-16-developer-beta-xuong-phien-ban-thap-hon-ma-khong-mat-du-lieu-20220617230734864.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/17/ava-1655481739160452180278-0-116-1080-1844-crop-16554819972241409076941.jpg,"Nếu đã lỡ lên iOS 16 Developer BETA, bạn vẫn còn có thể quay lại mà vẫn không mất dữ liệu.",2 năm trước,Thủ thuật
"Kể từ phiên bản iOS 15, Apple cập nhật thêm tùy chọn bảo mật iCloud khá quan trọng mà bạn nên sử dụng",https://genk.vn/ke-tu-phien-ban-ios-15-apple-cap-nhat-them-tuy-chon-bao-mat-icloud-kha-quan-trong-ma-ban-nen-su-dung-20220615222322338.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/15/ava-16553063060731817613787-89-0-714-1000-crop-165530655366152860127.png,Thêm một tùy chọn để bảo vệ tài khoản iCloud của bạn nếu có vấn đề xảy ra.,2 năm trước,Thủ thuật
"Để chơi game mượt hơn trên máy tính Windows, đây là 5 tùy chỉnh bạn nên quan tâm tới",https://genk.vn/de-choi-game-muot-hon-tren-may-tinh-windows-day-la-05-tuy-chinh-ban-nen-quan-tam-toi-20220613123632408.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/13/ava-16550982961711142038606-0-39-675-1119-crop-1655098542926900653988.jpg,Không phải ai cũng có điều kiện sở hữu một dàn máy với cấu hình tốt để chơi game.,2 năm trước,Thủ thuật
"Sổ hộ khẩu giấy sắp bị ""khai tử"", ghi nhớ ngay 4 bước tra cứu mã số hộ khẩu online ngay trên Zalo",https://genk.vn/so-ho-khau-giay-sap-bi-khai-tu-ghi-nho-ngay-4-buoc-tra-cuu-ma-so-ho-khau-online-ngay-tren-zalo-20220613145338338.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/13/avatar1655106747499-1655106748036284196014.jpg,"Nếu như trước đây dùng sổ hộ khẩu bản giấy thì trên mỗi một cuốn sổ hộ khẩu đều có số sổ hộ khẩu. Tuy nhiên, có nhiều người lại quên thậm chí không biết mã số sổ hộ khẩu của mình. Đây là cách tra cứu nhanh mã số sổ hộ khẩu ngay trên ứng dụng Zalo.",2 năm trước,Thủ thuật
"Cách kích hoạt tính năng ẩn của iPhone, giúp bạn dễ tập trung hơn vào công việc hoặc thư giãn",https://genk.vn/cach-kich-hoat-tinh-nang-an-cua-iphone-giup-ban-de-tap-trung-hon-vao-cong-viec-hoac-thu-gian-20220610121548498.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/10/ava-16548378376891546177742-0-42-720-1194-crop-16548380863971879244460.png,"Tính năng này chính thức được bổ sung ở iOS 15, nhưng có vẻ như nó không được người dùng iPhone biết đến nhiều.",2 năm trước,Thủ thuật
Cách để tìm chiếc iPhone của mình hoặc người thân ở đâu chỉ với tính năng ẩn này,https://genk.vn/cach-de-tim-chiec-iphone-cua-minh-hoac-nguoi-than-o-dau-chi-voi-tinh-nang-an-nay-20220606131018042.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/6/ava-1654495626485733660835-0-89-887-1508-crop-16544957687721287096872.jpeg,"Dùng iPhone đã lâu, hẳn bạn sẽ không biết đến sự tồn tại của “tính năng” cực kỳ hữu ích này.",2 năm trước,Thủ thuật
Khắc phục những lỗi thường gặp trên thiết bị Android,https://genk.vn/khac-phuc-nhung-loi-thuong-gap-tren-thiet-bi-android-20220606105624447.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/6/avatar1654487786889-1654487787524342445700.jpg,Khi sử dụng một thiết bị công nghệ trong thời gian dài khó tránh khỏi những trục trặc. Dĩ nhiên những thiết bị Android cũng không phải ngoại lệ. Khám phá ngay những cách khắc phục hiệu quả các lỗi điện thoại Android thường gặp nhé!,2 năm trước,Thủ thuật
"Instagram chính thức cập nhật tính năng Avatar, và đây là cách để bạn kích hoạt nó",https://genk.vn/instagram-chinh-thuc-cap-nhat-tinh-nang-avatar-va-day-la-cach-de-ban-kich-hoat-no-20220604114647275.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/4/ava-1654317694865971577162-176-0-1076-1440-crop-16543179468071132048926.png,"Với tính năng mới này, bạn có thể tự tạo các Instagram Sticker theo phong cách của chính mình.",2 năm trước,Thủ thuật
Cách hướng dẫn trợ lý Siri đọc lượng phần trăm pin mỗi khi sạc hoặc rút sạc pin,https://genk.vn/cach-huong-dan-tro-ly-siri-doc-luong-phan-tram-pin-moi-khi-sac-hoac-rut-sac-pin-20220603111903192.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/3/ava-16542297314351930452110-0-158-1051-1840-crop-1654229887645858633162.jpg,Một thủ thuật khá hay giúp tận dụng trợ lý ảo Siri trên iPhone.,2 năm trước,Thủ thuật
"Cách cài đặt trợ lý Kiki miễn phí trên ô tô, ra lệnh tìm đường, nghe nhạc bằng giọng nói",https://genk.vn/cach-cai-dat-tro-ly-kiki-mien-phi-tren-o-to-ra-lenh-tim-duong-nghe-nhac-bang-giong-noi-20220601173934547.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/1/avatar1654079980252-1654079981548793742184.jpg,"Qua vài thao tác đơn giản, người lái xe đã có thể sở hữu ngay trợ lý Kiki trên ô tô, hoàn toàn không mất phí để ra lệnh giọng nói thực hiện các thao tác hữu ích.",2 năm trước,Thủ thuật
"Có thể ""đòi"" lại tiền từ Apple khi mua nhầm hoặc đăng ký nhầm dịch vụ trên App Store hay không?",https://genk.vn/co-the-doi-lai-tien-tu-apple-khi-mua-nham-hoac-dang-ky-nham-dich-vu-tren-app-store-hay-khong-20220601145739659.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/6/1/ava-16540699898811222452695-0-81-750-1281-crop-16540702080301512961087.jpg,Một chế độ khá hay của Apple nhằm bảo vệ bạn trước các vấn đề “mất tiền oan” trên App Store.,2 năm trước,Thủ thuật
Bạn muốn tạo câu chuyện bằng ảnh trên iPhone? Đây sẽ là ứng dụng giúp bạn làm được điều đó,https://genk.vn/ban-muon-tao-cau-chuyen-bang-anh-tren-iphone-day-se-la-ung-dung-giup-ban-lam-duoc-dieu-do-20220529121036504.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/29/ava-1653800773173211710813-0-74-400-714-crop-16538009921861229159150.jpg,Một ứng dụng về ảnh khá thú vị cho iPhone.,2 năm trước,Thủ thuật
"Canva vừa ra mắt phiên bản Desktop dành cho Windows, và đây là những trải nghiệm đầu tiên về nó",https://genk.vn/canva-vua-ra-mat-phien-ban-desktop-danh-cho-windows-va-day-la-nhung-trai-nghiem-dau-tien-ve-no-20220528135740853.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/28/ava-16537208353511867218249-0-145-425-825-crop-1653721008894525241182.jpg,"Với phiên bản Desktop dành cho Windows, người dùng Canva sẽ tiện lợi hơn trong việc sử dụng dịch vụ này.",2 năm trước,Thủ thuật
"Chụp ảnh từ máy bay ai cũng làm được, nhưng để đẹp thì chắc chắn phải để ý các yếu tố này",https://genk.vn/chup-anh-tu-may-bay-ai-cung-lam-duoc-nhung-de-dep-thi-chac-chan-phai-de-y-cac-yeu-to-nay-20220524120556351.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/24/take-photo-out-an-airplane-window-800x534-1653368460753-1653368460868632169694-0-0-500-800-crop-165336853292883070521.jpg,"Đừng để bức ảnh của bạn chìm vào ""1 rừng"" những tấm ảnh chụp vội kém nổi bật!",2 năm trước,Đồ chơi số
"""Bí kíp 2022"" xác định lỗi ổ cứng máy tính bạn cần biết",https://genk.vn/bi-kip-2022-xac-dinh-loi-o-cung-may-tinh-ban-can-biet-20220528145055171.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/28/avatar1653724269257-1653724270076736337458.jpg,Ổ cứng là bộ phận vô cùng quan trọng trên máy tính. Tuy nhiên trong quá trình sử dụng sẽ phát sinh một số lỗi dẫn đến hỏng ổ cứng.,2 năm trước,Thủ thuật
"Muốn mở rộng khả năng chụp ảnh của iPhone, hãy thử ngay ứng dụng này",https://genk.vn/muon-mo-rong-kha-nang-chup-anh-cua-iphone-hay-thu-ngay-ung-dung-nay-20220525101201346.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/25/ava-1653448019541546197460-41-0-712-1073-crop-1653448256260405933362.png,"Với ứng dụng này, bạn có thể khai thác tối đa sức mạnh phần cứng camera của iPhone.",2 năm trước,Thủ thuật
Dịch vụ sao lưu & hồi phục dữ liệu cho doanh nghiệp nhỏ SMMS,https://genk.vn/dich-vu-sao-luu-hoi-phuc-du-lieu-cho-doanh-nghiep-nho-smms-20220523171409553.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/23/avatar1653300853177-16533008542471474180892.jpg,"Khi sử dụng, bằng một vài lý do khách quan nào đó sẽ dẫn đến việc mất dữ liệu. Điều này khiến cho các doanh nghiệp nhỏ SMMS rất băn khoăn, lo sợ. Hôm nay hãy cùng Võ Nguyễn tìm hiểu về dịch vụ sao lưu & phục hồi dữ liệu ổ cứng cho doanh nghiệp nhỏ SMMS và giải pháp tốt để bảo vệ dữ liệu.",2 năm trước,Thủ thuật
Cách tạo âm báo “vui tai” mỗi khi cắm sạc pin cho iPhone,https://genk.vn/cach-tao-am-bao-vui-tai-moi-khi-cam-sac-pin-cho-iphone-20220518222820199.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/18/ava-1652887297798688493889-0-60-508-873-crop-1652887640058371535534.jpg,Một cách khá thú vị để bạn tạo điểm nhấn cho chiếc iPhone của mình mỗi khi… cắm sạc.,2 năm trước,Thủ thuật
Bạn đam mê màu sắc từ các chiếc máy ảnh phim ngày xưa? Ứng dụng cho iPhone này sẽ làm bạn hài lòng,https://genk.vn/ban-dam-me-mau-sac-tu-cac-chiec-may-anh-phim-ngay-xua-ung-dung-cho-iphone-nay-se-lam-ban-hai-long-2022052122195075.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/21/ava-1653146142779422049366-0-112-600-1072-crop-1653146332857349818020.jpg,Ứng dụng mang chất ảnh của những chiếc máy phim dành cho iPhone.,2 năm trước,Thủ thuật
"Để tránh quên một sự kiện nào đó quan trọng, bạn có thể sử dụng ứng dụng này trên iPhone",https://genk.vn/de-tranh-quen-mot-su-kien-nao-do-quan-trong-ban-co-the-su-dung-ung-dung-nay-tren-iphone-20220515104341558.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/15/ava-16525859835441690678538-0-83-1125-1883-crop-165258618027610795523.jpeg,Một ứng dụng iPhone khá hữu ích dành cho những người “não cá vàng”.,2 năm trước,Thủ thuật
Hướng dẫn rút tiền bằng CCCD gắn chip,https://genk.vn/huong-dan-rut-tien-bang-cccd-gan-chip-20220514152558866.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/14/avatar1652516680408-1652516680816328597297.jpg,"Việc sử dụng CCCD gắn chip để rút tiền ATM sẽ giúp người dùng giảm thiểu nguy cơ giả mạo, đảm bảo an toàn tối đa, mà lại không nhất thiết mang theo nhiều thẻ.",2 năm trước,Thủ thuật
Bạn sắp mua một chiếc iPhone cũ? Đây sẽ là ứng dụng giúp ích rất nhiều cho bạn,https://genk.vn/ban-sap-mua-mot-chiec-iphone-cu-day-se-la-ung-dung-giup-ich-rat-nhieu-cho-ban-20220509104928695.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/9/ava-1652067950048531801210-0-0-697-1115-crop-16520681132891520041303.jpg,Giải pháp giúp bạn kiểm tra nhanh chiếc iPhone cũ mà không cần phải bung máy.,2 năm trước,Thủ thuật
Cách kích hoạt và sử dụng giao diện Doctor Strange 2 trong Facebook Messenger,https://genk.vn/cach-kich-hoat-va-su-dung-giao-dien-doctor-strange-2-trong-facebook-messenger-2022051122183211.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/11/ava-1652282046340103440718-0-170-614-1152-crop-16522822441981022998265.jpg,Bạn vừa xem Doctor Strange 2 và khá hào hứng với nó? Hãy lan truyền sự hào hứng này vào Messenger với bạn bè.,2 năm trước,Thủ thuật
Cách xoá bớt thông tin trên Google để hạn chế bị rò rỉ thông tin cá nhân,https://genk.vn/cach-xoa-bot-thong-tin-tren-google-de-han-che-bi-ro-ri-thong-tin-ca-nhan-20220502122231969.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/5/2/avatar1651468868890-16514688696221045498334.jpg,Xoá bớt thông tin cá nhân trên Google là một trong những cách giúp hạn chế bị rò rỉ thông tin cá nhân.,2 năm trước,Thủ thuật
Bật mí ”trợ thủ đắc lực” giúp giới trẻ tạo nên những bức ảnh trong đêm “vạn người mê”,https://genk.vn/bat-mi-tro-thu-dac-luc-giup-gioi-tre-tao-nen-nhung-buc-anh-trong-dem-van-nguoi-me-20220317140343717.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2022/3/17/dsc06346-16474998454961642639945-35-0-1285-2000-crop-1647499856369352777691.jpg,"Không chỉ gợi lên sự tò mò khi được khám phá những khung hình độc đáo đậm chất đêm, siêu phẩm này còn là bạn đường đáng tin cậy cùng GenZ trên hành trình sáng tạo đầy hứng khởi.",2 năm trước,Mobile
Lumia 640 chạy Windows RT có thể kết nối internet một cách hoàn hảo,https://genk.vn/lumia-640-chay-windows-rt-co-the-ket-noi-internet-mot-cach-hoan-hao-20180125104552197.chn,https://genk.mediacdn.vn/zoom/260_162/2018/1/25/photo1516851875366-15168518753671281141301.jpg,"Cách đây vài ngày, một hacker đã cài đặt thành công Windows RT lên Lumia 640. Tuy nhiên, anh ta không chia sẻ nhiều thông tin về hiệu suất của thiết bị nhưng hứa rằng sẽ chia sẻ thông tin sau khi thiết bị chạy một cách hoàn hảo.",2 năm trước,Thủ thuật
"Đàn ông đích thực: ô tô có thể chưa mua, chứ máy khoan thì nhất định phải sắm lấy một bộ - vợ tôi bảo thế!",https://genk.vn/dan-ong-dich-thuc-o-to-co-the-chua-mua-chu-may-khoan-thi-nhat-dinh-phai-sam-lay-mot-bo-vo-toi-bao-the-20211119094006529.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/11/19/photo1637306928172-1637306928394194322881.jpg,"Mua máy khoan trước rồi nhà với xe sẽ tự đến - lời của người phụ nữ thông minh đã lập gia đình chắc hẳn là có lý, các bạn ạ!",2 năm trước,Gia dụng
"Chuông cửa không dây vĩnh cửu: ""quảng cáo"" hoàn toàn không cần pin, giá gần nửa triệu đồng nhưng thật sự thì thế nào?",https://genk.vn/chuong-cua-khong-day-vinh-cuu-quang-cao-hoan-toan-khong-can-pin-gia-gan-nua-trieu-dong-nhung-that-su-thi-the-nao-20210729220652826.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/7/29/photo1627571077565-16275710781611114796179.jpg,"Chuông cửa không dây đã là một bước tiến lớn về sự tiện dụng, giờ đây trên thị trường lại xuất hiện loại chuông cửa không dây được quảng cáo là không bao giờ phải thay pin khiến cho người dùng ""càng thêm nhàn"". Vậy thực tế có loại chuông vĩnh cửu như thế hay chăng?",2 năm trước,Gia dụng
"Ám ảnh nồi áp suất Liên Xô ""nổ như bom"" khiến tôi sợ hãi suốt 40 năm, ai ngờ nồi áp suất bây giờ đã tiến hóa xịn sò đến thế!!!",https://genk.vn/am-anh-noi-ap-suat-lien-xo-no-nhu-bom-khien-toi-so-hai-suot-40-nam-ai-ngo-noi-ap-suat-bay-gio-da-tien-hoa-xin-so-den-the-20211117144200976.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/11/17/photo1637168310994-1637168311518433404484.jpg,"Nhìn vợ lắp nồi áp suất, bấm 2 phím cảm ứng để chọn chế độ nấu và bắt đầu quá trình mà tôi cứ há hốc cả miệng vì nó đơn giản quá!!!",2 năm trước,Gia dụng
Ấn Độ: Cả ngôi làng nấu ăn bằng năng lượng mặt trời để cứu rừng,https://genk.vn/an-do-ca-ngoi-lang-nau-an-bang-nang-luong-mat-troi-de-cuu-rung-20211101225935946.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/11/1/photo1635782083749-1635782084432264253890.jpg,"Ở nhiều vùng nông thôn Ấn Độ, người ta không thể trồng cây đủ nhanh để lấy củi đốt phục vụ cho việc nấu ăn, còn phụ nữ thì phải nghỉ học để đi nhặt củi suốt ngày nên bếp năng lượng mặt trời là cứu cánh tuyệt vời cho những người dân làng.",2 năm trước,Gia dụng
Vì sao chúng ta yêu thích multitool và cái thở dài của một người Việt,https://genk.vn/vi-sao-chung-ta-yeu-thich-multitool-va-cai-tho-dai-cua-mot-nguoi-viet-20211008142445816.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/10/8/photo1633677699588-16336776999082030735485.jpg,Sẽ thật tuyệt vời nếu một ngày nào đó có một công ty sản xuất multitool xuất hiện ở Việt Nam có thể cạnh tranh với Victorinox ở trình độ công nghệ cao hơn.,2 năm trước,Thủ thuật
Mua máy rửa bát chục triệu nhưng còn bẩn hơn rửa tay – tôi bị vợ đấm không trượt phát nào,https://genk.vn/mua-may-rua-bat-chuc-trieu-nhung-con-ban-hon-rua-tay-toi-bi-vo-dam-khong-truot-phat-nao-20211105114630032.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/11/5/photo1636086832107-1636086832311885621782.png,"Không như lời tôi quảng cáo với vợ là ""máy rửa bát rửa sạch lắm"", kết quả lại khiến tôi thấy xấu hổ muốn chui xuống đất.",2 năm trước,Gia dụng
Tôi đã đúng còn Microsoft đã sai? Tự tay đập đi tính năng tốt của Windows 10 để rồi sắp phải mang trở lại trên Windows 11,https://genk.vn/toi-da-dung-con-microsoft-da-sai-tu-tay-dap-di-tinh-nang-tot-cua-windows-10-de-roi-sap-phai-mang-tro-lai-tren-windows-11-20211103221955472.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/11/3/photo1635952179144-1635952179304435859385.jpg,"Nhiều người cho rằng, thanh taskbar ""kiểu mới"" trên Windows 11 đem đến trải nghiệm hiện đại, mới mẻ nhưng cá nhân tôi thì thấy đây là sự cải lùi đáng thất vọng.",2 năm trước,Thủ thuật
"Điện nước chẳng đáng là bao, đây mới là những thứ ""ngốn tiền"" khi dùng máy rửa bát",https://genk.vn/dien-nuoc-chang-dang-la-bao-day-moi-la-nhung-thu-ngon-tien-khi-dung-may-rua-bat-20211026104805119.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/10/26/photo1635232949158-16352329494541184664807.png,Trước khi quyết định xuống tiền rinh một chiếc máy rửa bát về nhà thì các bạn cần nắm rõ những chi phí tối thiểu sẽ phát sinh trong quá trình sử dụng.,2 năm trước,Gia dụng
"Đo thực tế tiền điện, tiền nước của máy rửa bát trong 1 lần rửa: Hết tận hơn 1 nghìn VNĐ",https://genk.vn/do-thuc-te-tien-dien-tien-nuoc-cua-may-rua-bat-trong-1-lan-rua-het-tan-hon-1-nghin-vnd-20211022102104882.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/10/22/photo1634871677585-1634871677731315955040.jpg,"Các nhà sản xuất máy rửa bát luôn bảo rằng, máy rửa bát rất tiết kiệm điện nước và thời gian, nhưng chả ai tin nhà sản xuất cả nên chúng tôi phải đo thực tế cho chắc ăn.",2 năm trước,Gia dụng
Từ câu chuyện của Bill Gates và Jeff Bezos rút ra: Bí kíp giữ hạnh phúc gia đình là mua máy rửa bát tặng bản thân mình trước khi quá muộn,https://genk.vn/tu-cau-chuyen-cua-bill-gates-va-jeff-bezos-rut-ra-bi-kip-giu-hanh-phuc-gia-dinh-la-mua-may-rua-bat-tang-ban-than-minh-truoc-khi-qua-muon-20211020104548048.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/10/20/photo1634706845142-16347068458552085483214.jpg,"Người đàn ông thông minh sẽ hiểu: Tiền mua máy rửa bát thì mấy ông tỷ phú không thiếu, nhưng việc thể hiện tình yêu với vợ qua hành động rửa bát phải chăng không còn hiệu quả như thời mới cưới?",2 năm trước,Gia dụng
"""Máy tính cũ"" cứ yên chí mà lên Windows 11, tôi sẽ phân tích vì sao Microsoft sẽ còn hỗ trợ các bạn dài dài",https://genk.vn/may-tinh-cu-cu-yen-chi-ma-len-windows-11-toi-se-phan-tich-vi-sao-microsoft-se-con-ho-tro-cac-ban-dai-dai-20211019004338171.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/10/19/photo1634582730875-1634582731157323855243.jpg,"Nếu những ""cải lùi"" của Windows 11 không làm các bạn thấy khó chịu thì những ai có máy tính ""không đủ yêu cầu phần cứng"" cứ yên tâm mà lên đời Windows 11 mới nhất đi.",2 năm trước,Thủ thuật
Robot hút bụi: Trợ lý giúp việc hay là món đồ chơi đắt tiền?,https://genk.vn/robot-hut-bui-tro-ly-giup-viec-hay-la-mon-do-choi-dat-tien-20211014142735574.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/10/14/photo1634198772456-1634198772717619143099.jpg,Hãy đọc kỹ các ưu nhược điểm để biết bạn đang cần 1 con robot hút bụi giá cả chục triệu đồng hay chiếc chổi quét nhà giá vài chục nghìn.,2 năm trước,Gia dụng
"Trở về Windows 10 sau 7 ngày ""cố tình"" lên Windows 11: Xin lỗi Microsoft, tôi đã sai rồi!",https://genk.vn/tro-ve-windows-10-sau-7-ngay-co-tinh-len-windows-11-xin-loi-microsoft-toi-da-sai-roi-20211013160204358.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/10/13/photo1634131357526-16341313578631095034971.jpg,Chỉ sau khoảng thời gian 7 ngày ngắn ngủi trải nghiệm Windows 11 với công việc văn phòng thì tôi đã quay về với Windows 10 mà không một chút tiếc nuối.,2 năm trước,Thủ thuật
"Tủ lạnh ""đầy ự"" hay tủ lạnh ""trống không"": Cái nào sẽ tốn điện hơn?",https://genk.vn/tu-lanh-day-u-hay-tu-lanh-trong-khong-cai-nao-se-ton-dien-hon-20211013000245623.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2021/10/13/photo1634059930758-1634059931207979903942.jpg,"Có người cho rằng tủ lạnh rỗng ít tốn điện hơn vì phải làm việc ít hơn, nhưng cũng có người khẳng định tủ lạnh càng chứa nhiều đồ thì càng tiết kiệm điện. Vậy ai nói đúng?",2 năm trước,Gia dụng
